,title,originallink,link,description,pubDate
0,"AI 강화하는 삼성·LG전자, 스타트업 발굴로 기술 경쟁력 높인다",http://www.goodkyung.com/news/articleView.html?idxno=242477,http://www.goodkyung.com/news/articleView.html?idxno=242477,"[사진=연합<b>뉴스</b>] 삼성전자와 LG전자가 내부 사내벤처 육성을 넘어 외부 스타트업 발굴을 통해 신성장동력... [사진=연합<b>뉴스</b>] ◇LG전자, 스타트업 협력 활발…글로벌 발굴에도 속도 LG전자는 다양한 방법으로... ","Mon, 22 Jul 2024 17:36:00 +0900"
1,"god, 단독 콘서트 ‘CHAPTER 0’ 메인 포스터 공개..“미래 향한 새로운 전환...",http://www.breaknews.com/1045442,http://www.breaknews.com/1045442,브레이크<b>뉴스</b> 박동제 기자= 소속사 아이오케이컴퍼니는 22일 “그룹 god(지오디)의 단독 콘서트 메인 포스터가 공개됐다”고 밝혔다. 지난 21일 공식 SNS 채널을 통해... ,"Mon, 22 Jul 2024 17:36:00 +0900"
2,"[스브스픽] 일본 우익 &quot;BTS, 위안부 옷 입고 독도 노래&quot; 조롱",https://news.sbs.co.kr/news/endPage.do?news_id=N1007732284&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001174295?sid=104,"역사 인식 및 행위에 대해 국내외로 꾸준히 지적하여 다시는 이런 일이 발생하지 않도록 조치해야 할 것&quot;이라고 강조했습니다. (구성 : 류란, 편집 : 김수영, 화면 출처 : 서경덕 교수 페이스북, 제작 : 디지털<b>뉴스</b>편집부)","Mon, 22 Jul 2024 17:36:00 +0900"
3,“외국산 우유 밀려드는데 밀크플레이션 어쩌나”…원윳값 인상 ‘만지작’,http://www.edaily.co.kr/news/newspath.asp?newsid=03302966638957144,https://n.news.naver.com/mnews/article/018/0005795204?sid=101,한 소비자가 우유 매대서 제품을 고르고 있다 (사진=연합<b>뉴스</b>) 22일 업계에 따르면 낙농가와 유업계 관계자 등으로 구성된 낙농진흥회는 올해 원윳값을 결정하기 위해 지난달 11일부터 전날까지 총 11차례에 걸쳐... ,"Mon, 22 Jul 2024 17:36:00 +0900"
4,대학로 소극장 '학전' 이끈 가수 김민기 별세… 향년 73세,https://www.joongboo.com/news/articleView.html?idxno=363663699,https://www.joongboo.com/news/articleView.html?idxno=363663699,학전 이끈 가수 김민기 별세사진=연합<b>뉴스</b> 민중 가요 '아침이슬'의 원작자이자 대학로의 상징 소극장 '학전'을 30여 년간 이끌며 후배 예술인들을 배출한 가수 김민기가 별세했다. 향년 73세. 22일 공연예술계에 따르면... ,"Mon, 22 Jul 2024 17:36:00 +0900"
5,"구글, 8월 13일 하드웨어 이벤트에서 픽셀 9 발표",https://www.tokenpost.kr/article-188101,https://www.tokenpost.kr/article-188101,"제미니는 지난 5월 Google I/O에서 중심 무대에 올랐으나, 개발자 중심 이벤트에서는 회사의 AI 야망을 위한 기초를 다지는 <b>뉴스</b>가 더 많았다. 사실 구글은 소비자 하드웨어 제품을 개발자 회의와 거리를 두기 위해... ","Mon, 22 Jul 2024 17:36:00 +0900"
6,"강태형 경기도의원, 경기도교육청 초대 예결위원장 선출",https://www.mhns.co.kr/news/articleView.html?idxno=615885,https://www.mhns.co.kr/news/articleView.html?idxno=615885,"한편, 강태형 의원은 제10대, 11대 경기도의원을 역임하며 현재 건설교통위원회 위원, 경기도의회 혁신추진단 위원, 의원 연구단체 기회포럼(기회소득 포럼) 회장 등을 맡아 활발한 의정활동을 펼치고 있다. 문화<b>뉴스</b>","Mon, 22 Jul 2024 17:36:00 +0900"
7,"은평구청, 민원처리 담당자 안전 위해 포팩트 ‘바디캠’ 도입",https://www.gosiweek.com/article/1065601944193529,https://www.gosiweek.com/article/1065601944193529,"한편 포팩트는 현재 SK텔레콤 등의 대기업과 LTE 실시간 바디캠 관련 협업을 진행하고 있으며, 관공서, 군부대, 건설사 및 다수 대기업에 바디캠 제품을 납품하고 있다. 피앤피<b>뉴스</b>","Mon, 22 Jul 2024 17:36:00 +0900"
8,"[일일드라마] '용감무쌍 용수정', '스캔들', '수지맞은 우리'...시청률, 지난...",https://www.mhns.co.kr/news/articleView.html?idxno=615830,https://www.mhns.co.kr/news/articleView.html?idxno=615830,"한편, 진태(선우재덕)는 정순(이상숙)의 동네 사람으로부터 충격적인 이야기를 듣게 된다. KBS1 '수지맞은 우리'는 평일 오후 8시 30분에 방송되며, 재방송은 23일 오후 4시 35분 KBS story에서 볼 수 있다. 문화<b>뉴스</b>","Mon, 22 Jul 2024 17:36:00 +0900"
9,"국립한글박물관·반크, 한글문화 확산 위한 업무협약 체결",https://www.ngetnews.com/news/articleView.html?idxno=509372,https://www.ngetnews.com/news/articleView.html?idxno=509372,<b>뉴스</b>저널리즘 이하영 기자 = 국립한글박물관은 22일 사이버외교사절단 반크와 서울 용산구 국립한글박물관에서 한글 홍보 및 한글문화 확산을 위해 업무협약을 체결했다고 22일 밝혔다. 협약의 주요 내용은 △전 세계... ,"Mon, 22 Jul 2024 17:36:00 +0900"
0,"[현장+] '부당합병 의혹' 이재용 회장 2심, 연내 종결 가능성",http://www.1conomynews.co.kr/news/articleView.html?idxno=30387,http://www.1conomynews.co.kr/news/articleView.html?idxno=30387,"서울중앙지방법원./ 사진= 1코노미<b>뉴스</b> 이재용 삼성전자 회장의 '부당합병 의혹'에 대한 2심 재판이 연내... 1월 말 법관 정기인사가 이뤄지고 있어, 이대로라면 연내 항소심 재판이 마무리될 것으로 보인다. [1코노미<b>뉴스</b> = ]","Mon, 22 Jul 2024 17:36:00 +0900"
1,서울시·크래프톤 'PNC 2024' 공동 개최... 게임·e스포츠 산업 경쟁력 강화 ...,http://www.marketnews.co.kr/news/articleView.html?idxno=69103,http://www.marketnews.co.kr/news/articleView.html?idxno=69103,"제공할 수 있게 되어 기쁘다&quot;며, &quot;성공적인 GES 2024 개최를 통해 서울의 대표 게임·e스포츠 축제로 자리매김하여 게임산업 및 연관산업의 발전과 e스포츠 활성화에 기여하길 바란다&quot;고 말했다. [이사론 마켓<b>뉴스</b> 기자]","Mon, 22 Jul 2024 17:36:00 +0900"
2,"권영국 정의당 대표, 한국GM 농성장 찾아 &quot;노동자 권리보호･외국자본 규제 활...",http://www.incheonnews.com/news/articleView.html?idxno=419873,http://www.incheonnews.com/news/articleView.html?idxno=419873,"정의당 인천시당 포토 인천<b>뉴스</b> 김종국 기자 ❚ 권영국 정의당 대표가 인천 부평에 있는 한국지엠(GM)을 방문해 금속노조 한국지엠지부, 한국지엠 비정규직지회와 간담회를 진행하고 노동자들의 권리보호와 외국자본에... ","Mon, 22 Jul 2024 17:36:00 +0900"
3,[<b>뉴스</b>1 PICK]태영호 민주평통 신임 사무처장 &quot;진정한 자유 통일 이뤄낼 것&quot;,https://www.news1.kr/politics/unikorea/5487379,https://n.news.naver.com/mnews/article/421/0007679357?sid=100,황기선 장수영 기자 = 태영호 신임 민주평화통일자문회의(민주평통) 사무처장이 22일 취임 일성으로 &quot;밑으로부터 만들어낸 (통일에 대한) 국민적 합의를 북한 주민들도 알 수 있도록 최선을 다하겠다&quot;고 밝혔다. 태... ,"Mon, 22 Jul 2024 17:35:00 +0900"
4,"기업은행, 유로머니 '韓 최우수 중기·포용금융 은행상' 수상",https://www.newspim.com/news/view/20240722000953,https://www.newspim.com/news/view/20240722000953,[서울=<b>뉴스</b>핌] 송주원 기자 = IBK기업은행(은행장 김성태)은 글로벌 ESG 지수인 'FTSE4Good'(사회책임투자지수)에 2년 연속 편입됐다고 17일 밝혔다. 2024.07.17 jane94@newspim.com 이 외에도 기업은행은 포용금융 분야도 수상하며... ,"Mon, 22 Jul 2024 17:35:00 +0900"
5,"&quot;규정 준수했다&quot;… 축구협회, 홍명보 감독 선임 논란 '항변'",https://www.moneys.co.kr/article/2024072217324554401,https://m.sports.naver.com/kfootball/article/417/0001016003,22일 <b>뉴스</b>1에 따르면 KFA는 이날 공식 홈페이지에 '대표팀 감독 선임 과정 관련 Q&amp;A' 게시물 올렸다. KFA는 &quot;감독 선임과 관련한 전 과정에서 규정을 준수했다. 존재하는 규정은 모두 지켰다&quot;고 주장했다. KFA는 지난 2월 위르겐... ,"Mon, 22 Jul 2024 17:35:00 +0900"
6,&quot;추락방지시설 의무화해도...&quot; 전주시 맨홀 안전장치 '전무',http://www.jeonmin.co.kr/news/articleView.html?idxno=401764,http://www.jeonmin.co.kr/news/articleView.html?idxno=401764,"전주시 덕진구 송천동에 거주하는 임 모(35)씨는 &quot;<b>뉴스</b>만 봐도 맨홀 추락 사고가 꾸준히 들려오는데, 전주시에 아직도 안전장치가 설치되지 않았다는 게 이해가 가지 않는다&quot;며, &quot;서울 남매 추락 사고가 발생한 지도 꽤... ","Mon, 22 Jul 2024 17:34:00 +0900"
7,"곡성군, '행복드림팀'으로 효자노릇 톡톡",http://www.welfarenews.net/news/articleView.html?idxno=103286,http://www.welfarenews.net/news/articleView.html?idxno=103286,"한편 행복드림팀은 연말까지 활동을 이어갈 예정이며, 오는 11월에는 마을 어르신들의 인생 사진을 담는 '행복 화보' 촬영도 계획하고 있다. [장애인신문·웰페어<b>뉴스</b> 전남]","Mon, 22 Jul 2024 17:34:00 +0900"
8,‘1심 무죄’ 이재용 항소심 재판부 “늦어도 내년 1월 선고”,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8017795&ref=A,https://n.news.naver.com/mnews/article/056/0011766720?sid=102,"박정제)는 기소 3년 5개월 만인 지난 2월 이 회장 등 피고인 전원의 19개 혐의에 대해 모두 무죄를 선고했습니다. 이에 불복해 항소한 검찰은 지난 3월 1,300페이지 분량의 항소이유서를 제출했습니다. [사진 출처 : 연합<b>뉴스</b>]","Mon, 22 Jul 2024 17:34:00 +0900"
9,"'해군 복무 중' 태용, 에스파-NCT U 댄스 챌린지…여전한 춤 실력",http://www.topstarnews.net/news/articleView.html?idxno=15521403,http://www.topstarnews.net/news/articleView.html?idxno=15521403,"해군 군악의장대대 해군홍보대 문화홍보병으로 복무 중인 태용은 오는 2025년 12월 14일 제대할 예정이다. 태용이 군 복무 중인 가운데, 엔시티 127은 지난 15일 정규 6집 'WALK'를 발매했다.[톱스타<b>뉴스</b>=]","Mon, 22 Jul 2024 17:34:00 +0900"
0,"'해군 복무 중' 태용, 에스파-NCT U 댄스 챌린지…여전한 춤 실력",http://www.topstarnews.net/news/articleView.html?idxno=15521403,http://www.topstarnews.net/news/articleView.html?idxno=15521403,"해군 군악의장대대 해군홍보대 문화홍보병으로 복무 중인 태용은 오는 2025년 12월 14일 제대할 예정이다. 태용이 군 복무 중인 가운데, 엔시티 127은 지난 15일 정규 6집 'WALK'를 발매했다.[톱스타<b>뉴스</b>=]","Mon, 22 Jul 2024 17:34:00 +0900"
1,‘1심 무죄’ 이재용 항소심 재판부 “늦어도 내년 1월 선고”,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8017795&ref=A,https://n.news.naver.com/mnews/article/056/0011766720?sid=102,"박정제)는 기소 3년 5개월 만인 지난 2월 이 회장 등 피고인 전원의 19개 혐의에 대해 모두 무죄를 선고했습니다. 이에 불복해 항소한 검찰은 지난 3월 1,300페이지 분량의 항소이유서를 제출했습니다. [사진 출처 : 연합<b>뉴스</b>]","Mon, 22 Jul 2024 17:34:00 +0900"
2,07월 22일 기상정보 (B tv 수원<b>뉴스</b>),http://ch1.skbroadband.com/content/view?parent_no=24&content_no=61&p_no=171942,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=61&p_no=171942,오늘 장맛비가 오락가락 내렸는데요. 경기남부지역은 내일까지 비가 내렸다 그치기를 반복하겠습니다. 강하게 내릴 때는 시간당 30밀리미터 안팎의 강한 비가 세차게 쏟아질 수 있어서 계속 주의를 하셔야겠습니다. 한편... ,"Mon, 22 Jul 2024 17:34:00 +0900"
3,"주한 체코 대사 &quot;한국, 신규 원전 수주 진심으로 축하&quot;(종합)",https://www.yna.co.kr/view/AKR20240722083451003?input=1195m,https://n.news.naver.com/mnews/article/001/0014821888?sid=101,&quot;원전 넘어 반도체·수소·전기차 등 새로운 협력의 시대 기대&quot; &quot;'온타임 위딘버짓' 깊은 인상…尹대통령 安장관 관심에 '사의' 안덕근 장관 &quot;원전 사업 성공 위해 긴밀히 협의…경협 확대하자&quot; (서울=연합<b>뉴스</b>) 김동규... ,"Mon, 22 Jul 2024 17:34:00 +0900"
4,"김은숙 작가, 화앤담 대표와 수해 이웃 위해 4000만 원 기부",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12206695,https://m.entertain.naver.com/article/437/0000402661,참여로 피해 이웃들을 위한 지속적인 관심을 보여주는 모습에 진심으로 감사하다”며 “희망브리지는 이재민분들의 빠른 일상 회복을 위해 최선을 다하겠다”라고 말했다. 박정선 엔터<b>뉴스</b>팀 기자 (콘텐트비즈니스본부),"Mon, 22 Jul 2024 17:34:00 +0900"
5,대서와 대노 - 김명준의 <b>뉴스</b>파이터 오프닝,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5043843,https://n.news.naver.com/mnews/article/057/0001831260?sid=102,7월 22일 월요일 김명준의 <b>뉴스</b>파이터에서 잠시 후에 짚어보겠습니다. #MBN #김명준의<b>뉴스</b>파이터 #오프닝 #김명준앵커 #대서 #대노 *해당 내용은 관련 동영상 참고 &lt;저작권자 ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지&gt;,"Mon, 22 Jul 2024 17:34:00 +0900"
6,최상목 &quot;'전국민 25만원 지원' 미봉책…미래세대에 부담&quot;,http://www.newstomato.com/ReadNews.aspx?no=1235857&inflow=N,http://www.newstomato.com/ReadNews.aspx?no=1235857&inflow=N,<b>뉴스</b>토마토 = 이진하 기자 | 최상목 경제부총리 겸 기획재정부 장관이 18일 오후 서울 종로구 정부서울청사에서 열린 부동산관계장관회의에서 발언하고 있다. (사진=뉴시스) 최상목 부총리 겸 기획재정부 장관이 &quot;전 국민... ,"Mon, 22 Jul 2024 17:34:00 +0900"
7,"광양시, 포스코GYR테크와 장애인 체육선수 채용 지원 협약 체결",http://www.welfarenews.net/news/articleView.html?idxno=103297,http://www.welfarenews.net/news/articleView.html?idxno=103297,내에 광양시장애인재능키움센터 창구를 개설하여 장애인 구직자의 일자리를 알선하고 기업체의 장애인 채용을 지원하는 등 장애인 고용 기회 창출을 위해 힘쓰고 있다. [장애인신문·웰페어<b>뉴스</b> 전남],"Mon, 22 Jul 2024 17:34:00 +0900"
8,"[단독] 인천시 연수구, '자동집하시설' 공정한 일반입찰을 협상에 의한 입찰로...",https://www.gukjenews.com/news/articleView.html?idxno=3049562,https://www.gukjenews.com/news/articleView.html?idxno=3049562,국제<b>뉴스</b>) 투찰금액에 의해서 결정되는 일반입찰에 비해 협상에 의한 입찰의 경우 평가위원이 주관적으로 평가하는 정성적평가 과정에서 여러가지 형태의 비리가 노출된 것도 부정할 수 없는 현실이라는 것이다. 또한... ,"Mon, 22 Jul 2024 17:34:00 +0900"
9,'세월호·이태원 놀다 죽었다' 막말한 동명부대장 귀국조치,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003048111&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://n.news.naver.com/mnews/article/047/0002440693?sid=100,지난 5월 23일 &lt;오마이<b>뉴스</b>&gt; 첫 보도로 관련 사실이 알려진 이후 약 2달 만이다(관련 기사 : 레바논... 앞서 합참은 지난 5월 중순 &lt;오마이<b>뉴스</b>&gt;의 취재 과정에서 해당 사안을 인지하고 현지 부대를 대상으로 감찰을 실시한... ,"Mon, 22 Jul 2024 17:33:00 +0900"
0,'세월호·이태원 놀다 죽었다' 막말한 동명부대장 귀국조치,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003048111&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://n.news.naver.com/mnews/article/047/0002440693?sid=100,지난 5월 23일 &lt;오마이<b>뉴스</b>&gt; 첫 보도로 관련 사실이 알려진 이후 약 2달 만이다(관련 기사 : 레바논... 앞서 합참은 지난 5월 중순 &lt;오마이<b>뉴스</b>&gt;의 취재 과정에서 해당 사안을 인지하고 현지 부대를 대상으로 감찰을 실시한... ,"Mon, 22 Jul 2024 17:33:00 +0900"
1,"'韓日 야구 레전드의 맞대결, 선발 라인업은?'",https://www.news1.kr/photos/6773766,https://m.sports.naver.com/kbaseball/article/421/0007679354,=<b>뉴스</b>1) 사진공동취재단 = 김인식 감독(오른쪽)과 일본의 하라 다쓰노리 감독이 22일 일본 홋카이도... 한일 드림 플레이어즈는 한국과 일본을 대표하는 레전드 야구 스타들이 벌이는 친선 게임이다. 2024.7.22/<b>뉴스</b>1,"Mon, 22 Jul 2024 17:33:00 +0900"
2,"스미레, 김채영 꺾고 김은지와 한판",https://baduk.hangame.com/news.nhn?gseq=103249&m=view&page=1&searchfield=&leagueseq=0&searchtext=,https://m.sports.naver.com/general/article/370/0000009169,&quot;스미레 선수가 이미 강자라서 예전과 달리 부담 없이 두어도 될 것 같다&quot;는 임전소감을 밝혔지만 또 한 번의 패배는 <b>뉴스</b>거리가 되기에 충분했다. 이번에는 K바둑 스튜디오에서 마주했다. 22일 오후 2024 닥터지... ,"Mon, 22 Jul 2024 17:33:00 +0900"
3,"대우건설, 마포 성산 모아타운 1구역 시공사 선정",http://www.1conomynews.co.kr/news/articleView.html?idxno=30389,http://www.1conomynews.co.kr/news/articleView.html?idxno=30389,성산 모아타운 1구역의 사업 조건부터 외관·조경까지 모든 부분에 진심을 담아 조합원님들께 제안했다&quot;며 &quot;1구역을 시작으로 마포 최고의 푸르지오 브랜드 타운을 조성하겠다&quot;고 전했다. [1코노미<b>뉴스</b> = ],"Mon, 22 Jul 2024 17:32:00 +0900"
4,48시간 이후부터 주차요금 부과...장기주차 막을 수 있나?,https://ccn.hcn.co.kr/user/news/BD_newsView.do?news_category=01&story_id=NS2024072200041&story_seq=0&soCode=114&socttSn=NS2024072200041&socttSeq=0,https://ccn.hcn.co.kr/user/news/BD_newsView.do?news_category=01&story_id=NS2024072200041&story_seq=0&soCode=114&socttSn=NS2024072200041&socttSeq=0,때는 '이 차는 48시간 장기 주차 차량이다'라고 간주를 하고 그때부터 주차요금을...] 해당 조례는 현재 입법예고 중으로 오는 8월 시의회 논의를 거친 뒤 10월쯤부터 시행될 예정입니다. HCN<b>뉴스</b> 성홍귭니다.(영상취재 박강래),"Mon, 22 Jul 2024 17:32:00 +0900"
5,"[민병두의 K-Sapience (10)] K-스포츠와 민족주의 ④중앙정보부, 양지 축구단...",https://www.news2day.co.kr/article/20240722500228,https://www.news2day.co.kr/article/20240722500228,제공=연합<b>뉴스</b>] &quot;전장 밖에서는 올림픽이 세계에서 가장 두드러진 민족주의 포럼이 되는 것은 당연하다... [사진=연합<b>뉴스</b>] 두번째 충격-신금단 북한의 육상 최강자 신금단이 1963년 자카르타 신흥국가경기대회(GANEFO)... ,"Mon, 22 Jul 2024 17:32:00 +0900"
6,"제주문화예술재단, 서귀포와 저지문화지구 '구석구석 문화배달' 프로그램 진행",https://www.mhns.co.kr/news/articleView.html?idxno=615884,https://www.mhns.co.kr/news/articleView.html?idxno=615884,"도종환 시인의 책을 갖고 오는 관객은 저자 사인을 받을 수 있다. 한편, 자세한 행사 내용은 문화예술재단 홈페이지 및 제주인놀다에서 확인할 수 있다. 문화<b>뉴스</b> / 이윤비 기자","Mon, 22 Jul 2024 17:32:00 +0900"
7,"대원제약, 어린이 해열제 콜대원키즈 '오인 광고'로 과징금",http://www.1conomynews.co.kr/news/articleView.html?idxno=30388,http://www.1conomynews.co.kr/news/articleView.html?idxno=30388,"식약처는 대원제약이 소비자가 오인할 우려가 있는 등의 방법으로 제품을 광고했다고 판단했다. 콜대원키즈 제품은 2세 이상부터 사용할 수 있는데, 신생아 사진이 제품 광고에 사용된 것으로 알려졌다. [1코노미<b>뉴스</b> = ]","Mon, 22 Jul 2024 17:32:00 +0900"
8,직접 지도 그려 날씨 예보…IT 대란이 불러온 진풍경,https://news.sbs.co.kr/news/endPage.do?news_id=N1007732315&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001174292?sid=104,미국 캘리포니아 주의 한 지역방송사 <b>뉴스</b>에서 기상캐스터가 날씨 소식을 전하려고 카메라 앞에 섰습니다.... 보통 방송 <b>뉴스</b>에서 일기예보를 전할 때에는 첨단 컴퓨터 그래픽을 활용해서 날씨 정보를 전하는데요.... ,"Mon, 22 Jul 2024 17:32:00 +0900"
9,KLPGA 하반기 첫 골프퀸 노린다,https://www.gukjenews.com/news/articleView.html?idxno=3049567,https://www.gukjenews.com/news/articleView.html?idxno=3049567,"6월 말부터 오는 28일까지 진행 중인 제주삼다수 마스터스 스크린 골프대회에는 현재까지 약 1만 5천여 명이 참여하면서, 제주삼다수 마스터스의 성공 개최에 대한 기대감을 한껏 높이고 있다. 민영<b>뉴스</b>통신사 국제<b>뉴스</b>","Mon, 22 Jul 2024 17:32:00 +0900"
0,대구 전교조 &quot;졸속적 유보통합…영·유아학교 시범운영 중단 촉구&quot;,https://www.nocutnews.co.kr/news/6182341?utm_source=naver&utm_medium=article&utm_campaign=20240722053125,https://n.news.naver.com/mnews/article/079/0003919012?sid=102,"※CBS노컷<b>뉴스</b>는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷<b>뉴스</b>사이트 : https://url.kr/b71afn","Mon, 22 Jul 2024 17:32:00 +0900"
1,"제주문화예술재단, 서귀포와 저지문화지구 '구석구석 문화배달' 프로그램 진행",https://www.mhns.co.kr/news/articleView.html?idxno=615884,https://www.mhns.co.kr/news/articleView.html?idxno=615884,"도종환 시인의 책을 갖고 오는 관객은 저자 사인을 받을 수 있다. 한편, 자세한 행사 내용은 문화예술재단 홈페이지 및 제주인놀다에서 확인할 수 있다. 문화<b>뉴스</b> / 이윤비 기자","Mon, 22 Jul 2024 17:32:00 +0900"
2,"산업차관 &quot;수출, 7월도 확고한 우상향…하반기도 지속&quot;",https://news.sbs.co.kr/news/endPage.do?news_id=N1007732439&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001174293?sid=101,"올해 수출이 2022년의 6천836억달러를 넘어서 역대 최대 실적을 기록할 것으로 기대하고 있습니다. 정부는 연초 올해 수출 목표를 사상 최대인 7천억달러로 제시한 바 있습니다. (사진=산업통상자원부 제공, 연합<b>뉴스</b>)","Mon, 22 Jul 2024 17:32:00 +0900"
